Reviewer,Rating (1-5),Ulasan
Eva,4,Okay for stay. ada layanan ke bandara juga dengan reasonable price. tapi ya memang bangunannya bangunan tua gitu dan ada beberapa alat yang rusak. cuma ok aja sih overall.
Delta Echo Victor,5,"Salah satu hotel bintang 5 di kawasan Surabaya pusat dengan garden yg menyenangkan. Jangan lewatkan cicip2 sarapan di pasar pagi, lunch di pasar senggol, dan dinner di pasar malam yg memiliki lebih dari 150 menu all you can eat. Mau yg lebih privat? Hotel memiliki western menu ala carte di warung bule, garden & pool view di lantai 3"
Yuli Cristin,5,"Best hotel in surabaya. Room nya kuno tapi sangat bersih dan lias. Fasilitas lengkap, ada gym yang gede, pool luas ada di 2 spot,  lapangan tenis, spa. Dan  cafe in door dan out door yg nyaman sejuk. Breaksfastnya fantastic👍👍 …"
umar hadi,5,"Hotel yang sangat asri, teduh dan cukup unik,  di lobby ada bau2 unik dr rempah2, taman yang luas dengan tanaman yang banyak sehingga teduh dan bagus untuk digunakan refreshing dr kesibukan maupun foto2. Tempat makannya banyak pilihan menu buffet dan rasanya enak. Parkiran juga cukup luas dan ada masjid di dalam hotel"
Mahendra Permana Putera,4,"Ke Hotel Bumi ada 2 kesempatan: 1. Seminar 2. Dinner All You Can Eat  Untuk paket Seminar. Ruangan bagus, fasilitas listrik oke, makanan dan snack sangat enak, tapi yang sangat menganggu adalah WiFi-nya sering putus-putus.  Untuk Dinner All You Can Eat yang enak bamget adalah: 1. Tepanyaki. Asal ga terlalu ramai, jadi Chefnya masaknya ga terburu-buru kaya dikejar hantu. 2. Sashimi Salmon dan Tuna 4. Tahu Campur 5. Ronde 6. Angsle 7. Sate Ayam  yang jarang disentuh adalah area makanan berat Indonesia dan Chinese, tapi mungkin section ini ada untuk Bule.  Overall All You Can Eatnya sangat Luxurious."
Wahana Ngagel Jaya,5,Hotel yang asri... Hanya tarif parkirnya jam2an. Lobby nya memiliki aroma khas yang dapat membuat relax.  Makanan pada pasar malamnya sangat beragam. Petugasnya ramah dan murah senyum. Sukses selalu hotel Bumi Surabaya
M Lia,5,"Suasana asri dgn banyaknya pepohonan, aromatherapy remp@h sereh di sekitar lobby, gending jawa di resto Arumanis, makanan yg amat banyak varian mulai dr tradisional hingga asian cuisine dan western taste, para pegawai dgn seragam pakaian adat jawa. So lovely staying here."
Carina Firstca,5,Hotelnya berada di lokasi yang sangat strategis. Dekat dengan pusat perbelanjaan yaitu tunjungan plaza. Suasana jawa. Memasuki hotel langsung terasa suasana yang damai. Ada taman. Ada kolam renang. Restaurant juga bertemakan jawa. Menu nya enak. Banyak tanaman sehingga sangat menyejukkan. Kamar mewah. Petugas juga sangat ramah dan mau membantu dengan baik
Tatia Ardilla,5,Pengalaman menginap paling menyenangkan. Kamarnya sangat nyaman. Fasilitas lengkap. Setiap pagi diberi koran di pintu kamar. Menu breakfast yang sangat lengkap. Lokasi sangat strategis krn dekat dengan Tunjungan Plaza. Semoga bisa kembali menginap di sini.
OliviaY 313,5,"Hptel fav keluarga, sarapan menu banyak, rasa lumayan enak, staf sangat ramah dan baik. Kasur empuk sekali, betah tidur seharian, kolam besar, jacuzzi butuh perbaikan, so far oke banget,"
Jeki Purnami,5,"Hotel klasik, bersih, makanannya hauce. Beberapa kali menginap, request best view, kamar dengan nmr akhir 56, lantai atas. Kalau cuaca cerah, suramadu bisa terlihat dari kamar ..56"
muhamad dito,4,"Di dalem kamar mandi tidak disiapkan keset di awal, ac di lock tidak bisa dingin, didalam kamar mandi terdapat kecoa"
Bumi,4,"Resort ditengah kota surabaya. Hotel dengan nuansa sejuk dan rindang, karena banyaknya pepohonan di lingkungan hotel. Harga standar untuk bintang 5, kamar cukup besar dan feature lengkap. Hanya makanan restonya masih banyak hotel yang lebih ok.Recommended."
Fendy Putra Pandawa,2,"Menurut saya hotel ini termasuk Hotel materialis dan kaku, dimana dia ada minta deposit dahulu senilai Rp 300 rb,saat ada penambahan extra bed senilai Rp 500 rb diwajibkan bayar lunas dahulu dan tidak bisa  potong dari deposit."
LITA Wahab,5,Bagi saya....bau aromatheraphy di lobby hotel bumi ini sangaaat membuat nyaman dan tenang. Dng view kolam ikan dan suara air mancurnya. Dan yg paling ok adalah makan di arumanis...mau pagi..siang..malam. all you can eat terlengkap setiiiiap hari. Anda harus mencoba.
Candra Arisudono,5,saya sebut konsep kebun taman hutan lindung di tengah kota Surabaya.. jaman mBiyen jnenge hotel Hyatt..  vibes F&B nyaman dapat semua👍👍👍..untuk price budget med-high entry
Haniel Yoewono,5,"Nyaman banget, bener2 bisa merasakan nuansa alam tanpa sadar kalau sebenarnya ada di tengah kota. Menu buffetnya juga bener2 beraneka ragam, dari makanan desa, indonesiam food, chinesse food, japanesse food, khas eropa, semua ada"
dimitri sawitrawan,1,"Kecewa banget nggak ada buffet breakfast. Makananan diantar ke kamar kayak hotel melati , pilihannya dikit. Padahal pilih hotel ini karena breakfastnya favorite banget, dan nggak dicantumin note kl ngga ada buffet breakfast di pemesanan online selama pandemi covid19."
Pastech Tools,3,"Overall cukup baik. Perlu refurnish perabotan, supaya terlihat lebih bersih. Standarisasi peletakan barang2 seperti menu, amenities perlu dibenahi. Susah dicari, dan saat ditanya, staf hotel pun menjawab : peletakan random. 1 hal yg sangat fatal menurut saya: pagi hari, house keeping membangunkan saya dgn mengetuk2 pintu kamar berkali2 dengan keras. Saat saya buka, ternyata hanya bertanya: apakah ada yg perlu dibantu? Sangat sangat perlu standarisasi service agar tidak mengganggu kenyamanan pengunjung."
Babba Mujab,5,"Hotel bintang Lima (termasuk Hotel lama) yang masih sangat recomended untuk di kunjungi, baik untuk menginap atau sekedar makan di restorannya, menu makanan direstonya sangat lengkap dengan cita tasa khas Nusantara dijamin paling lengkap di surabaya (mungkin di jawa timur), kalau dari sisi rasa balik ke selera masing2 yaa. Yang pasti salad sayur dan buah nya segar dan enak. Bisa pilih bakso, soto, nasi goreng, dan masih sangat banyak yang lainnya, (ada juga makanan asia)."
Devi Meilina,5,"The besstt dg harga segitu sangat sangat worth. Ini hotel lama, dari saya kecil ortu kalau staycation selalu disini. Kamar luas, view bagus, restoran juga nyaman, makanan enak, kebersihan kamar terjaga karena staff kebersihan selalu siap meski saya rekues bersiin malam2. Definitely will comeback"
Lianto Wijaya,5,"Untuk ukuran hotel lama, sangat2 terawat. Bersih.  Layanan profesional dan ramah.  Nuansa yang betul2 asri di tengah kota. Sejuk, windy, teduh di hati.  Breakfast nya cukup bervariasi, dengan taste yang kalem tidak mengejutkan perut/lidah"
fardatul husniah,5,Pelayanan oke banget. Lobby sangat mewah. Kamar bersih walopun jadul. Sarapan banyak pilihan dan enak.
Nuans Saputri,5,"Baru pertama kali meeting di tempat ini dan nginep dua hari. So far, yang paling saya suka adalah restorannya yang menyajikan makanan tradisional macam tahu tek, bubur madura dan ronde-angsle. Lalu, nasi goreng kampungnya yang disajikan live dan dibuat per porsi rasanya juaraa."
Yeyen Yulinda,4,"Kamar besar namun tua Pertama dapat kamar beberapa kayu mengelupas, dipindah ke kamar yg lain.. Petugas ramah.. Beli serabi namun waktu dimakan terasa seperti tape.. Saat konfirmasi kenapa baunya seperti itu, mereka bilang tidak ada tape hanya ragi. Selang 30 menit petugas datang ke kamar menyatakan serabinya ada tapenya namun kami diberi cookies 1 toples sbg compliment.."
roady robby,5,"Hotel tua, tapi tempatnya nyaman. Ada fasilitas bathtub-nya. Restoran untuk sarapan paginya juga oke, ada pilihan ruang terbukanya yang alami. Tapi sayang, fasilitas Gym nya ditutup selama masa pandemik ini."
abdulhadiabdulh,5,"Hotel amazing !!! ||Hotel legend yang sangat mewahh dengan city view ||Cocok banget nih buat staycation ||Kamarnya bersih dan luas||Sarapannya juara ||Pelayanan nya 10/10 ||Elysha di waitress sangat freindly ||Dan mas Yudi Di HK juga sangat membantu ||Terimakasih ,pelayanannya tetap di pertahankan"
Noor Utomo,5,Hotel ini merupakan sebuah hotel yang terletak di jantung utama Kota Surabaya. Hotel berada di tengah kota yang sangat sibuk dengan kendaraan yang hilir mudik silih berganti. Namun demikian begitu memasuki lobby hotel langsung menghirup aroma wangi sereh yang menyebar tenang kepada setiap yang memasuki hotel ini. Alunan musik tradisional mengalun lembut mengiringi langkah para pengunjung hotel. Dan penat lelah terasa hilang berganti kesegaran khas pegunungan...luar biasa...sangat menyenangkan berada di hotel ini.
Angga Ra,5,"Hotel bintang lima yang terletak di tengah kota, jalan basuki rahmat surabaya, hanya sekitar 500meter dari tunjungan plaza. Ukuran kamar yang luas, untuk kamar yang paling rendah sekitar 35meter persegi serta dilengkapi bath tub dan fasilitas olahraga yang lengkap (kolam renang, fitness centre, 2 buah lapangan tenis). Untuk menu breakfast sangat lezat dengan menu tradisional, dan meja yang tersedia di area outdoor taman yang rindang, serasa tidak berada di surabaya."
Steve Lim FruityLOGIC Design,5,"Hotel senior di Surabaya, ada aroma khas di lobby, saya tidak tau apa nama nya. Buffet Pasar Malam enak lengkap dan terjangkau. Parkir mobil cukup memadai."
Dyah W Untari,4,"restaurant dengan berbagai stand penyedia masakan khas beberapa daerah. tersedia tempat duduk area indoor dan outdoor. untuk area indoor ada juga area privat untuk meeting. banyak macam-macam jenis masakan, minuman maupun jajanan. mulai tradisional indonesia, western maupun masakan jepang. untuk ketempat ini harus reservasi terlebih dahulu. suasananya menyenangkan, dengan view outdoor yang bagus untuk foto-foto"
Pungky Febi,5,"Berada di tengah kota surabaya yang panas, disini ada hidden paradise yang bisa mengeluarkan penat dalam kepala. Sungguh bener2 city resort yang mengagumkan. Betapa senangnya saat kita staycation bersama keluarga disini. Semua fasilitas lengkap, hanya minus playground untuk main anakku, tapi tak mengapa karena suasana taman yang asri dan ada jacuzzi outdoor yang masih bisa digunakan serta keramahan pegawainya. Kapan2 nanti menginap kesini lagi."
Teodorus Teodorus,3,"Nggak sehebat nama besarnya,, pengalaman dimasa lalu tak dijumpai dimasa kini. Mikir jadi mau kesini lagi atau enggak. Sarapannya mengecewakan, untung pak Didik resto managernya responsif banget. Kolam masih ok. Gak jadi beri bintang 2, masih bisa bintang 3 karena pak Didik man of  the matchnya."
Muhammad Sholeh Dipraja,5,Tak bisa di pungkiri hotel ini menampilkan suasana resort yg asri. Awalnya saya tidak menyangka lokasinya yang ditengah kota yg padat namun ternyata ketika masuk ke dalamnya merasa nyaman dan seperti berada di dalam kebun. Pepohonan rindang yang ditata apik dan suara air beradu dengan kicauan burung yang tidak saya dapatkan di resort 2 lain yang ada di dalam perkotaan padat penduduk. Saya bisa menemukan makanan makanan tradisional disini. Bahkan nasi jagung pun ada yang tak pernah saya temukan di hotel manapun selama Travelling. Cara merebus nyapun dengan panci tradisional terbuat dari tembaga dengan arang. Jika mereview hotel ini dengan komplit mungkin bisa seperti cerpen.
tiara zemilia,5,"Hotelnya asri. Suka dengan suasana tradisonal jawa yg kental. Fasilitas hotel lengkap. Ditengah kota dekat mau kemana2. Paling suka dengan menu breakfast. Banyak ragamnya, jajanan tradisional sampai yg kue ala barat juga ada."
I Komang Wijaya,1,"HANDUK KAMI HILANG DI HOTEL INI!!!  Kami bersama rombongan dari Bali sangat kecewa menginap di Hotel ini.!!!  Tepatnya kemarin, jumat 23 agustus 2019, di kamar 1151 lantai 11. Handuk warna putih kecil istri saya digantung di sebelah handuk hotel di pintu shower HILANG!!!  Saat itu kamar ditinggal jam 8 pagi. Setelah balik ke kamar jam 8 malam, handuk sudah tidak ada. Hanya ada handuk hotel.  Kejadian ini sudah langsung dilaporkan ke front office 2 kali, tapi tidak ada kejelasan dan handuk belum dikembalikan.  Terpaksa badan dikeringin pakai tisu yang selalu dibawa di tas. Syukur kemana mana selalu bawa tisu.  Semoga pihak hotel cepat memberikan perhatian dan lebih teliti untuk ""menghafal yang mana barang milik hotel dan milik tamu""!!!!!"
kit arc,1,"Ibu Mega,Tidak ada handuk tangan di kamar pada malam pertama🤣"
FaRaNay Ratri,5,"Resort di tengah kota yg hijau menyejukkan. Kamarnya besar, standar hotel bintang 5 ya. Pool nya ada 2 lokasi. Parkiran luas. Sarapan nya juara. Deposit per kamar 500rb."
shanty santosa,4,"Salah satu hotel yg nyaman untuk disinggahi , cakenya enak, restaurant makanannya lengkap serta menarik, tetapi sekarang tarif parkir jadi lumayan mahal dibanding hotel yg lain. Jadi andai ada teman ato sodara yg menginap, mungkin kita tidak bisa terlalu lama disana kecuali kita minta stamp, andai lupa ato cuma sekedar menjemput, singgah dsb, tarif parkir termasuk lumayan mahal... Letak mushola atau masjid termasuk cukup jauh krn tidak tersedia didalam gedung, andai ada acara di lantai 3 misalnya, kita harus jalan kembali ke parkir area yg lumayan jaraknya."
Soeryajaya Soeryajaya,1,"Parkir gratis utk mobil pribadi kurang sosialisasi kpd tamu hotel..mestinya otomatis gratis jika menginap di hotel Bumi. Tapi diharuskan melapor dulu ke receptionist. Ini yg merepotkan tamu hotel..krn kita tdk tau,kita hrs membayar parkir krn terlanjur dpt tiket parkir&tarifnya per jam. Kita jd merasa kena jebakan. Semoga ke depan bisa diperbaiki demi kenyamanan tamu hotel."
Donski,5,"A very nice one. Ada sedikit harum agak nyengat di sekitar lobby hotel, tapi sebenernya nenangin juga hehe. Pelayan hotelnya ramah, parkir hotel luas, juga ada parkir basement. Makanan juga oke, cuma fasilitas wifi nya kayaknya agak kurang ya. Tapi overall okay kok."
Yusuf Anwar,5,Hotel klasik.. banyak pepohonan plus nuansa Bali..serasa bukan di Surabaya.. kamar luas dan lega..view kota.. kamar mandi besar ada bathtub.. breakfast banyak pilihan.. oh ya jgn lupa ya deposit 500rb pas check in..
rindy aditia rahmadani,5,"Hotel yg menyenangkan. Sarapan enak, fasilitas lengkap. Bahkan setrika dan alas nya pun ada di kamar. Hanya saja mungkin karena ini hotel lama, jadi di dalam kamar tidak terlalu banyak colokan. Lalu proses chek in yg agak lama menurut saya."
Tamara Audrey,5,"Pelayanan sangat ramah terutama dari resepsionis dan bell boy. makanan disinu sangat recommended, untuk meeting atau sekedar lunch bersama kerabat. meeting room luas dan sangat cocok untuk seminar dll. harga juga sangat terjangkau, cukup worth dengan kualitas yg ditawarkan"
novia turrachmah,5,"Kesini utk acara buber, all you can eat. Harga 200k. Utk makanan cukup banyak pilihannya, dari indonesian, chines dan western food, dessertpun cukup banyak. Utk rasa cukup enak, tmpat tersedia outdoor dan indoor"
Don Rizal,2,"Payah... Baru kali ini nginap di hotel mewah dan mahal, semalaman harus berburu  nyamuk. Kayak gak ada pengecekan serangga sebelumnya oleh petugas hotel. Sungguh tidak bisa tidur nyenyak. Penataan ruangan juga jelek, angin AC langsung menghantam ke kepala. Pintu masuk mobil juga membingungkan. Sempat salah masuk dari jalur keluar. Sudah hampir sampai ditempat pengambilan tiket... Eh, diusir petugas harus mundur dan balik memutar ke jalur masuk lewat lobby, padahal kondisi sedang sepi banget. Setelah memutar ajak jauh sesuai jalur masuknya, ujung2nya kembali lagi ke tempat pengambilan tiket yang salah jalur tadi...."
Arya Wisma,5,Deket kemana mana.. staff ramah.. early check out ditawarin bawa breakfast box. Pasti balik lagi kalau ada event deket sana..
Alberich Rogers,5,Staff nya menyenangkan. Makanannya enak. Penataan ruang dn penempatan furniture pas. Kamarnya sih tipikal hotel lama but yet comfy. Kolam renang nya di lantai 3 jg oke. Definitely going back to this hotel
Hajar Pamungkas,5,"Hotelnya bernuansa tradisional banget. Bagi yg tidak suka nuansa tradisional pasti ngerasa spooky banget dan males untuk nginep sendirian. Kalo untuk liburan bersama keluarga sih ini terbilang pas karena selain tradisional, nuansa asri banget untuk tamannya.  Bikin event besarpun jg bisa, karena ada room yg luas dan gampang banget aksesnya.  Ratenya kalo untuk nginep sendirian tergolong agak mahal, makanya ajak keluarga biar ga kerasa agak mahal"
wahyu wicaksono,4,"Hotel yang terkenal dengan restoran all you can eat nya. Restoran nya enak, cozy dan terjangkau. Hotel ini juga memiliki ballroom yang cukup besar untuk berbagai event M.I.C.E. Terletak di pinggir jalan utama di pusat kota dan mudah dijangkau dari berbagai lokasi di Surabaya."
